country_code,year_survey,S006,unified_id,freewill,job_satisfaction,job_decision,fate,autonomy,job_pride,Sex,Age
USA,2006,169,8400520169,9,NA,NA,8,2,NA,1,36
USA,2006,170,8400520170,4,NA,NA,6,4,NA,1,45
USA,2006,171,8400520171,9,NA,NA,4,2,NA,2,55
USA,2006,172,8400520172,10,NA,NA,2,2,NA,1,79
USA,2006,173,8400520173,10,NA,NA,3,1,NA,2,82
USA,2006,174,8400520174,8,NA,NA,1,4,NA,2,41
USA,2006,175,8400520175,8,NA,NA,2,3,NA,2,69
USA,2006,176,8400520176,7,NA,NA,3,2,NA,1,60
USA,2006,177,8400520177,8,NA,NA,6,3,NA,1,58
USA,2006,178,8400520178,6,NA,NA,5,2,NA,2,71
USA,2006,179,8400520179,10,NA,NA,2,2,NA,2,57
USA,2006,180,8400520180,9,NA,NA,3,1,NA,1,45
USA,2006,181,8400520181,7,NA,NA,4,4,NA,1,72
USA,2006,182,8400520182,7,NA,NA,2,NA,NA,1,71
USA,2006,183,8400520183,5,NA,NA,3,2,NA,1,45
USA,2006,184,8400520184,10,NA,NA,3,2,NA,1,51
USA,2006,185,8400520185,8,NA,NA,3,3,NA,2,42
USA,2006,186,8400520186,6,NA,NA,4,2,NA,1,54
USA,2006,187,8400520187,8,NA,NA,3,2,NA,1,65
USA,2006,188,8400520188,8,NA,NA,6,3,NA,2,54
USA,2006,189,8400520189,8,NA,NA,2,2,NA,1,64
USA,2006,190,8400520190,10,NA,NA,4,2,NA,2,64
USA,2006,191,8400520191,10,NA,NA,5,2,NA,1,79
USA,2006,192,8400520192,7,NA,NA,5,3,NA,1,75
USA,2006,193,8400520193,9,NA,NA,2,3,NA,1,64
USA,2006,194,8400520194,7,NA,NA,6,2,NA,1,69
USA,2006,195,8400520195,2,NA,NA,6,1,NA,1,40
USA,2006,196,8400520196,7,NA,NA,4,2,NA,1,25
USA,2006,197,8400520197,8,NA,NA,4,3,NA,1,87
USA,2006,198,8400520198,10,NA,NA,1,4,NA,1,54
USA,2006,199,8400520199,8,NA,NA,4,2,NA,1,50
USA,2006,200,8400520200,10,NA,NA,10,NA,NA,2,41
USA,2006,201,8400520201,10,NA,NA,1,1,NA,2,53
USA,2006,202,8400520202,5,NA,NA,7,2,NA,1,63
USA,2006,203,8400520203,8,NA,NA,2,2,NA,2,63
USA,2006,204,8400520204,8,NA,NA,3,1,NA,1,72
USA,2006,205,8400520205,10,NA,NA,1,3,NA,1,71
USA,2006,206,8400520206,10,NA,NA,10,1,NA,1,84
USA,2006,207,8400520207,7,NA,NA,3,2,NA,1,83
USA,2006,208,8400520208,9,NA,NA,2,2,NA,2,72
USA,2006,209,8400520209,9,NA,NA,4,3,NA,1,42
USA,2006,210,8400520210,6,NA,NA,5,2,NA,1,53
USA,2006,211,8400520211,9,NA,NA,4,1,NA,1,79
USA,2006,212,8400520212,5,NA,NA,6,NA,NA,2,66
USA,2006,213,8400520213,7,NA,NA,6,2,NA,1,57
USA,2006,214,8400520214,5,NA,NA,6,1,NA,1,53
USA,2006,215,8400520215,10,NA,NA,3,1,NA,1,76
USA,2006,216,8400520216,8,NA,NA,2,2,NA,2,72
USA,2006,217,8400520217,8,NA,NA,2,4,NA,2,85
USA,2006,218,8400520218,8,NA,NA,5,3,NA,1,50
USA,2006,219,8400520219,7,NA,NA,5,1,NA,1,43
USA,2006,220,8400520220,8,NA,NA,5,NA,NA,2,33
USA,2006,221,8400520221,7,NA,NA,6,3,NA,2,57
USA,2006,222,8400520222,10,NA,NA,3,3,NA,1,65
USA,2006,223,8400520223,8,NA,NA,3,2,NA,2,29
USA,2006,224,8400520224,8,NA,NA,3,3,NA,1,49
USA,2006,225,8400520225,9,NA,NA,5,2,NA,2,53
USA,2006,226,8400520226,9,NA,NA,3,2,NA,2,63
USA,2006,227,8400520227,7,NA,NA,5,1,NA,2,35
USA,2006,228,8400520228,3,NA,NA,6,2,NA,1,48
USA,2006,229,8400520229,6,NA,NA,6,3,NA,2,73
USA,2006,230,8400520230,5,NA,NA,10,1,NA,1,70
USA,2006,231,8400520231,5,NA,NA,3,2,NA,1,50
USA,2006,232,8400520232,6,NA,NA,7,2,NA,1,75
USA,2006,233,8400520233,6,NA,NA,1,2,NA,2,86
USA,2006,234,8400520234,6,NA,NA,3,4,NA,2,69
USA,2006,235,8400520235,8,NA,NA,3,2,NA,2,61
USA,2006,236,8400520236,9,NA,NA,3,1,NA,1,57
USA,2006,237,8400520237,5,NA,NA,6,2,NA,1,78
USA,2006,238,8400520238,7,NA,NA,4,3,NA,1,39
USA,2006,239,8400520239,10,NA,NA,2,3,NA,1,73
USA,2006,240,8400520240,6,NA,NA,6,2,NA,1,78
USA,2006,241,8400520241,8,NA,NA,8,2,NA,2,73
USA,2006,242,8400520242,7,NA,NA,7,3,NA,1,32
USA,2006,243,8400520243,5,NA,NA,4,3,NA,1,52
USA,2006,244,8400520244,8,NA,NA,3,2,NA,2,61
USA,2006,245,8400520245,6,NA,NA,4,3,NA,1,33
USA,2006,246,8400520246,9,NA,NA,4,2,NA,1,84
USA,2006,247,8400520247,8,NA,NA,2,4,NA,2,60
USA,2006,248,8400520248,10,NA,NA,1,3,NA,2,35
USA,2006,249,8400520249,9,NA,NA,5,2,NA,1,68
USA,2006,250,8400520250,10,NA,NA,5,2,NA,1,25
USA,2006,251,8400520251,10,NA,NA,2,3,NA,1,62
USA,2006,252,8400520252,9,NA,NA,3,3,NA,2,65
USA,2006,253,8400520253,7,NA,NA,3,1,NA,1,42
USA,2006,254,8400520254,8,NA,NA,3,1,NA,1,75
USA,2006,255,8400520255,6,NA,NA,1,2,NA,1,50
USA,2006,256,8400520256,10,NA,NA,4,2,NA,2,71
USA,2006,257,8400520257,9,NA,NA,1,3,NA,1,59
USA,2006,258,8400520258,7,NA,NA,4,3,NA,1,33
USA,2006,259,8400520259,8,NA,NA,3,3,NA,1,38
USA,2006,260,8400520260,8,NA,NA,5,2,NA,1,50
USA,2006,261,8400520261,9,NA,NA,2,3,NA,1,65
USA,2006,262,8400520262,10,NA,NA,1,3,NA,1,62
USA,2006,263,8400520263,10,NA,NA,2,4,NA,1,70
USA,2006,264,8400520264,7,NA,NA,2,2,NA,2,61
USA,2006,265,8400520265,8,NA,NA,6,2,NA,1,42
USA,2006,266,8400520266,8,NA,NA,6,2,NA,2,72
USA,2006,267,8400520267,7,NA,NA,4,3,NA,1,52
USA,2006,268,8400520268,5,NA,NA,7,1,NA,1,53
USA,2006,269,8400520269,9,NA,NA,2,3,NA,2,29
USA,2006,270,8400520270,9,NA,NA,3,1,NA,1,38
USA,2006,271,8400520271,6,NA,NA,6,4,NA,1,48
USA,2006,272,8400520272,NA,NA,NA,6,2,NA,2,47
USA,2006,273,8400520273,6,NA,NA,1,2,NA,1,54
USA,2006,274,8400520274,5,NA,NA,6,4,NA,1,61
USA,2006,275,8400520275,8,NA,NA,5,2,NA,2,32
USA,2006,276,8400520276,1,NA,NA,1,2,NA,1,58
USA,2006,277,8400520277,10,NA,NA,3,1,NA,1,36
USA,2006,278,8400520278,8,NA,NA,5,3,NA,2,44
USA,2006,279,8400520279,8,NA,NA,4,2,NA,1,70
USA,2006,280,8400520280,8,NA,NA,5,1,NA,1,56
USA,2006,281,8400520281,9,NA,NA,5,2,NA,2,77
USA,2006,282,8400520282,7,NA,NA,4,2,NA,2,71
USA,2006,283,8400520283,NA,NA,NA,NA,NA,NA,2,36
USA,2006,284,8400520284,9,NA,NA,6,2,NA,1,49
USA,2006,285,8400520285,10,NA,NA,1,1,NA,1,56
USA,2006,286,8400520286,8,NA,NA,3,4,NA,2,41
USA,2006,287,8400520287,6,NA,NA,5,3,NA,2,29
USA,2006,288,8400520288,7,NA,NA,3,1,NA,2,62
USA,2006,289,8400520289,6,NA,NA,5,1,NA,1,80
USA,2006,290,8400520290,5,NA,NA,4,1,NA,2,82
USA,2006,291,8400520291,7,NA,NA,1,2,NA,1,76
USA,2006,292,8400520292,8,NA,NA,5,3,NA,1,65
USA,2006,293,8400520293,6,NA,NA,7,2,NA,2,53
USA,2006,294,8400520294,4,NA,NA,5,2,NA,2,59
USA,2006,295,8400520295,7,NA,NA,6,3,NA,1,49
USA,2006,296,8400520296,6,NA,NA,NA,NA,NA,1,29
USA,2006,297,8400520297,9,NA,NA,3,2,NA,1,26
USA,2006,298,8400520298,10,NA,NA,1,2,NA,1,74
USA,2006,299,8400520299,7,NA,NA,4,2,NA,1,36
USA,2006,300,8400520300,8,NA,NA,4,2,NA,1,91
USA,2006,301,8400520301,5,NA,NA,6,2,NA,1,66
USA,2006,302,8400520302,10,NA,NA,1,1,NA,1,23
USA,2006,303,8400520303,10,NA,NA,10,3,NA,1,74
USA,2006,304,8400520304,9,NA,NA,2,4,NA,2,62
USA,2006,305,8400520305,7,NA,NA,4,1,NA,2,85
USA,2006,306,8400520306,7,NA,NA,4,4,NA,2,18
USA,2006,307,8400520307,9,NA,NA,1,1,NA,1,51
USA,2006,308,8400520308,5,NA,NA,2,2,NA,2,80
USA,2006,309,8400520309,8,NA,NA,4,4,NA,2,52
USA,2006,310,8400520310,4,NA,NA,1,1,NA,1,45
USA,2006,311,8400520311,8,NA,NA,4,1,NA,2,55
USA,2006,312,8400520312,5,NA,NA,6,3,NA,1,28
USA,2006,313,8400520313,9,NA,NA,1,4,NA,1,55
USA,2006,314,8400520314,8,NA,NA,1,2,NA,2,58
USA,2006,315,8400520315,8,NA,NA,5,3,NA,1,69
USA,2006,316,8400520316,6,NA,NA,6,NA,NA,2,41
USA,2006,317,8400520317,10,NA,NA,1,3,NA,1,52
USA,2006,318,8400520318,8,NA,NA,3,1,NA,1,65
USA,2006,319,8400520319,8,NA,NA,8,1,NA,2,50
USA,2006,320,8400520320,6,NA,NA,3,1,NA,1,51
USA,2006,321,8400520321,10,NA,NA,9,1,NA,1,48
USA,2006,322,8400520322,9,NA,NA,2,2,NA,1,66
USA,2006,323,8400520323,10,NA,NA,NA,NA,NA,1,51
USA,2006,324,8400520324,10,NA,NA,4,3,NA,1,53
USA,2006,325,8400520325,5,NA,NA,4,3,NA,2,65
USA,2006,326,8400520326,7,NA,NA,3,1,NA,1,76
USA,2006,327,8400520327,5,NA,NA,9,2,NA,1,46
USA,2006,328,8400520328,8,NA,NA,3,3,NA,2,25
USA,2006,329,8400520329,10,NA,NA,6,1,NA,1,58
USA,2006,330,8400520330,8,NA,NA,2,1,NA,1,77
USA,2006,331,8400520331,1,NA,NA,10,3,NA,2,75
USA,2006,332,8400520332,6,NA,NA,6,NA,NA,1,19
USA,2006,333,8400520333,6,NA,NA,4,3,NA,2,49
USA,2006,334,8400520334,10,NA,NA,8,2,NA,2,65
USA,2006,335,8400520335,10,NA,NA,3,NA,NA,1,44
USA,2006,336,8400520336,9,NA,NA,2,3,NA,1,52
USA,2006,337,8400520337,10,NA,NA,3,3,NA,1,52
USA,2006,338,8400520338,6,NA,NA,6,2,NA,1,55
USA,2006,339,8400520339,10,NA,NA,3,3,NA,2,67
USA,2006,340,8400520340,8,NA,NA,3,1,NA,1,43
USA,2006,341,8400520341,10,NA,NA,3,1,NA,1,29
USA,2006,342,8400520342,7,NA,NA,5,2,NA,1,53
USA,2006,343,8400520343,6,NA,NA,4,2,NA,1,31
USA,2006,344,8400520344,8,NA,NA,3,3,NA,2,65
USA,2006,345,8400520345,9,NA,NA,2,3,NA,2,59
USA,2006,346,8400520346,8,NA,NA,1,2,NA,1,40
USA,2006,347,8400520347,8,NA,NA,3,2,NA,1,64
USA,2006,348,8400520348,10,NA,NA,4,2,NA,1,35
USA,2006,349,8400520349,8,NA,NA,2,1,NA,2,20
USA,2006,350,8400520350,8,NA,NA,1,2,NA,2,73
USA,2006,351,8400520351,9,NA,NA,3,3,NA,1,36
USA,2006,352,8400520352,9,NA,NA,2,3,NA,2,38
USA,2006,353,8400520353,7,NA,NA,3,2,NA,2,56
USA,2006,354,8400520354,8,NA,NA,3,3,NA,2,36
USA,2006,355,8400520355,7,NA,NA,3,3,NA,2,19
USA,2006,356,8400520356,NA,NA,NA,2,2,NA,1,48
USA,2006,357,8400520357,7,NA,NA,6,3,NA,2,61
USA,2006,358,8400520358,9,NA,NA,5,4,NA,2,32
USA,2006,359,8400520359,9,NA,NA,4,3,NA,1,32
USA,2006,360,8400520360,7,NA,NA,6,1,NA,2,65
USA,2006,361,8400520361,8,NA,NA,1,4,NA,1,38
USA,2006,362,8400520362,7,NA,NA,5,2,NA,2,42
USA,2006,363,8400520363,6,NA,NA,6,2,NA,2,20
USA,2006,364,8400520364,9,NA,NA,6,3,NA,1,72
USA,2006,365,8400520365,8,NA,NA,3,2,NA,2,38
USA,2006,366,8400520366,5,NA,NA,5,3,NA,2,20
USA,2006,367,8400520367,7,NA,NA,3,2,NA,1,44
USA,2006,368,8400520368,8,NA,NA,6,4,NA,2,55
USA,2006,369,8400520369,8,NA,NA,4,2,NA,2,19
USA,2006,370,8400520370,6,NA,NA,1,2,NA,2,72
USA,2006,371,8400520371,8,NA,NA,4,1,NA,1,49
USA,2006,372,8400520372,5,NA,NA,8,1,NA,1,35
USA,2006,373,8400520373,8,NA,NA,3,2,NA,1,35
USA,2006,374,8400520374,7,NA,NA,6,2,NA,1,34
USA,2006,375,8400520375,8,NA,NA,4,2,NA,1,74
USA,2006,376,8400520376,5,NA,NA,6,3,NA,2,20
USA,2006,377,8400520377,4,NA,NA,4,4,NA,1,38
USA,2006,378,8400520378,9,NA,NA,2,1,NA,2,50
USA,2006,379,8400520379,6,NA,NA,3,3,NA,2,41
USA,2006,380,8400520380,9,NA,NA,7,3,NA,1,27
USA,2006,381,8400520381,9,NA,NA,NA,NA,NA,1,57
USA,2006,382,8400520382,9,NA,NA,1,NA,NA,2,63
USA,2006,383,8400520383,10,NA,NA,4,NA,NA,2,52
USA,2006,384,8400520384,8,NA,NA,10,2,NA,1,19
USA,2006,385,8400520385,4,NA,NA,5,2,NA,1,29
USA,2006,386,8400520386,10,NA,NA,7,2,NA,2,26
USA,2006,387,8400520387,6,NA,NA,5,3,NA,2,52
USA,2006,388,8400520388,10,NA,NA,2,3,NA,2,64
USA,2006,389,8400520389,5,NA,NA,5,3,NA,2,40
USA,2006,390,8400520390,8,NA,NA,3,2,NA,2,52
USA,2006,391,8400520391,9,NA,NA,5,3,NA,2,28
USA,2006,392,8400520392,NA,NA,NA,NA,NA,NA,1,55
USA,2006,393,8400520393,8,NA,NA,3,2,NA,1,66
USA,2006,394,8400520394,10,NA,NA,4,2,NA,2,41
USA,2006,395,8400520395,9,NA,NA,3,3,NA,2,59
USA,2006,396,8400520396,10,NA,NA,3,1,NA,1,34
USA,2006,397,8400520397,8,NA,NA,4,3,NA,2,24
USA,2006,398,8400520398,4,NA,NA,4,2,NA,2,46
USA,2006,399,8400520399,8,NA,NA,3,3,NA,2,39
USA,2006,400,8400520400,7,NA,NA,6,2,NA,1,54
USA,2006,401,8400520401,9,NA,NA,1,2,NA,2,68
USA,2006,402,8400520402,8,NA,NA,3,2,NA,1,69
USA,2006,403,8400520403,9,NA,NA,5,2,NA,2,36
USA,2006,404,8400520404,7,NA,NA,NA,3,NA,2,67
USA,2006,405,8400520405,9,NA,NA,2,2,NA,1,67
USA,2006,406,8400520406,10,NA,NA,3,NA,NA,1,45
USA,2006,407,8400520407,8,NA,NA,5,3,NA,2,57
USA,2006,408,8400520408,7,NA,NA,3,1,NA,1,38
USA,2006,409,8400520409,8,NA,NA,4,1,NA,2,41
USA,2006,410,8400520410,8,NA,NA,4,2,NA,2,46
USA,2006,411,8400520411,10,NA,NA,4,1,NA,2,43
USA,2006,412,8400520412,9,NA,NA,2,4,NA,2,55
USA,2006,413,8400520413,6,NA,NA,5,3,NA,2,19
USA,2006,414,8400520414,8,NA,NA,3,2,NA,1,47
USA,2006,415,8400520415,9,NA,NA,1,3,NA,1,18
USA,2006,416,8400520416,10,NA,NA,1,2,NA,2,43
USA,2006,417,8400520417,8,NA,NA,1,3,NA,1,38
USA,2006,418,8400520418,NA,NA,NA,NA,NA,NA,2,78
USA,2006,419,8400520419,8,NA,NA,3,2,NA,1,53
USA,2006,420,8400520420,7,NA,NA,4,2,NA,2,28
USA,2006,421,8400520421,NA,NA,NA,NA,NA,NA,2,24
USA,2006,422,8400520422,8,NA,NA,8,3,NA,2,43
USA,2006,423,8400520423,7,NA,NA,4,2,NA,1,53
USA,2006,424,8400520424,7,NA,NA,3,2,NA,2,27
USA,2006,425,8400520425,8,NA,NA,5,3,NA,2,18
USA,2006,426,8400520426,10,NA,NA,2,2,NA,2,55
USA,2006,427,8400520427,8,NA,NA,8,2,NA,2,22
USA,2006,428,8400520428,9,NA,NA,4,2,NA,2,52
USA,2006,429,8400520429,6,NA,NA,4,1,NA,2,47
USA,2006,430,8400520430,6,NA,NA,7,4,NA,2,40
USA,2006,431,8400520431,7,NA,NA,3,3,NA,2,32
USA,2006,432,8400520432,9,NA,NA,3,2,NA,1,58
USA,2006,433,8400520433,8,NA,NA,3,2,NA,2,48
USA,2006,434,8400520434,6,NA,NA,6,3,NA,2,32
USA,2006,435,8400520435,7,NA,NA,4,1,NA,2,51
USA,2006,436,8400520436,8,NA,NA,3,2,NA,2,50
USA,2006,437,8400520437,3,NA,NA,3,2,NA,1,42
USA,2006,438,8400520438,9,NA,NA,4,NA,NA,2,25
USA,2006,439,8400520439,10,NA,NA,3,2,NA,1,28
USA,2006,440,8400520440,3,NA,NA,5,1,NA,1,26
USA,2006,441,8400520441,9,NA,NA,2,1,NA,1,56
USA,2006,442,8400520442,7,NA,NA,3,1,NA,2,49
USA,2006,443,8400520443,8,NA,NA,6,2,NA,1,64
USA,2006,444,8400520444,10,NA,NA,1,1,NA,1,52
USA,2006,445,8400520445,7,NA,NA,2,1,NA,2,27
USA,2006,446,8400520446,6,NA,NA,5,2,NA,1,22
USA,2006,447,8400520447,9,NA,NA,4,1,NA,2,27
USA,2006,448,8400520448,9,NA,NA,4,2,NA,2,72
USA,2006,449,8400520449,8,NA,NA,3,2,NA,2,61
USA,2006,450,8400520450,6,NA,NA,1,3,NA,2,33
USA,2006,451,8400520451,8,NA,NA,5,2,NA,2,29
USA,2006,452,8400520452,8,NA,NA,3,3,NA,2,39
USA,2006,453,8400520453,8,NA,NA,4,2,NA,2,24
USA,2006,454,8400520454,8,NA,NA,3,2,NA,1,38
USA,2006,455,8400520455,9,NA,NA,4,3,NA,1,65
USA,2006,456,8400520456,10,NA,NA,5,2,NA,2,39
USA,2006,457,8400520457,9,NA,NA,3,3,NA,2,24
USA,2006,458,8400520458,8,NA,NA,2,1,NA,2,57
USA,2006,459,8400520459,6,NA,NA,6,2,NA,1,43
USA,2006,460,8400520460,8,NA,NA,4,3,NA,2,26
USA,2006,461,8400520461,10,NA,NA,2,3,NA,1,40
USA,2006,462,8400520462,10,NA,NA,1,1,NA,1,52
USA,2006,463,8400520463,6,NA,NA,6,3,NA,1,25
USA,2006,464,8400520464,10,NA,NA,1,3,NA,1,52
USA,2006,465,8400520465,7,NA,NA,4,NA,NA,2,36
USA,2006,466,8400520466,6,NA,NA,4,2,NA,1,35
USA,2006,467,8400520467,9,NA,NA,6,3,NA,2,26
USA,2006,468,8400520468,6,NA,NA,4,2,NA,1,57
USA,2006,469,8400520469,9,NA,NA,3,3,NA,2,25
USA,2006,470,8400520470,9,NA,NA,5,2,NA,2,26
USA,2006,471,8400520471,5,NA,NA,6,1,NA,2,26
USA,2006,472,8400520472,5,NA,NA,6,3,NA,2,34
USA,2006,473,8400520473,8,NA,NA,7,3,NA,1,28
USA,2006,474,8400520474,5,NA,NA,3,2,NA,2,53
USA,2006,475,8400520475,10,NA,NA,5,4,NA,2,63
USA,2006,476,8400520476,9,NA,NA,5,NA,NA,2,29
USA,2006,477,8400520477,6,NA,NA,4,2,NA,1,54
USA,2006,478,8400520478,7,NA,NA,3,2,NA,2,69
USA,2006,479,8400520479,8,NA,NA,3,1,NA,2,65
USA,2006,480,8400520480,8,NA,NA,4,1,NA,2,54
USA,2006,481,8400520481,7,NA,NA,4,2,NA,2,51
USA,2006,482,8400520482,7,NA,NA,3,2,NA,1,38
USA,2006,483,8400520483,8,NA,NA,4,2,NA,1,54
USA,2006,484,8400520484,8,NA,NA,4,2,NA,2,60
USA,2006,485,8400520485,8,NA,NA,6,2,NA,1,45
USA,2006,486,8400520486,8,NA,NA,5,2,NA,2,62
USA,2006,487,8400520487,6,NA,NA,4,3,NA,2,54
USA,2006,488,8400520488,9,NA,NA,3,2,NA,1,47
USA,2006,489,8400520489,8,NA,NA,6,3,NA,1,31
USA,2006,490,8400520490,9,NA,NA,3,4,NA,2,24
USA,2006,491,8400520491,6,NA,NA,9,2,NA,2,56
USA,2006,492,8400520492,7,NA,NA,1,1,NA,1,58
USA,2006,493,8400520493,8,NA,NA,3,2,NA,2,48
USA,2006,494,8400520494,10,NA,NA,3,3,NA,2,61
USA,2006,495,8400520495,10,NA,NA,2,3,NA,2,67
USA,2006,496,8400520496,7,NA,NA,2,3,NA,1,65
USA,2006,497,8400520497,10,NA,NA,3,2,NA,2,47
USA,2006,498,8400520498,10,NA,NA,1,2,NA,1,76
USA,2006,499,8400520499,6,NA,NA,3,3,NA,1,44
USA,2006,500,8400520500,10,NA,NA,2,3,NA,1,43
USA,2006,501,8400520501,6,NA,NA,6,2,NA,2,26
USA,2006,502,8400520502,8,NA,NA,2,2,NA,1,76
USA,2006,503,8400520503,9,NA,NA,1,2,NA,1,65
USA,2006,504,8400520504,10,NA,NA,2,3,NA,2,59
USA,2006,505,8400520505,10,NA,NA,1,4,NA,2,47
USA,2006,506,8400520506,6,NA,NA,7,2,NA,2,20
USA,2006,507,8400520507,8,NA,NA,2,2,NA,2,34
USA,2006,508,8400520508,1,NA,NA,6,1,NA,2,61
USA,2006,509,8400520509,10,NA,NA,1,2,NA,1,33
USA,2006,510,8400520510,10,NA,NA,1,1,NA,2,73
USA,2006,511,8400520511,8,NA,NA,9,2,NA,2,52
USA,2006,512,8400520512,8,NA,NA,3,3,NA,1,44
USA,2006,513,8400520513,NA,NA,NA,4,3,NA,2,77
USA,2006,514,8400520514,7,NA,NA,6,NA,NA,1,22
USA,2006,515,8400520515,5,NA,NA,5,2,NA,2,47
USA,2006,516,8400520516,10,NA,NA,NA,NA,NA,1,64
USA,2006,517,8400520517,6,NA,NA,6,2,NA,2,22
USA,2006,518,8400520518,7,NA,NA,5,1,NA,2,73
USA,2006,519,8400520519,8,NA,NA,4,2,NA,2,44
USA,2006,520,8400520520,7,NA,NA,4,2,NA,1,33
USA,2006,521,8400520521,9,NA,NA,3,2,NA,2,18
USA,2006,522,8400520522,6,NA,NA,4,NA,NA,1,48
USA,2006,523,8400520523,10,NA,NA,3,2,NA,2,27
USA,2006,524,8400520524,5,NA,NA,1,1,NA,2,50
USA,2006,525,8400520525,7,NA,NA,5,2,NA,2,34
USA,2006,526,8400520526,7,NA,NA,6,2,NA,1,36
USA,2006,527,8400520527,10,NA,NA,1,2,NA,2,30
USA,2006,528,8400520528,8,NA,NA,2,2,NA,2,67
USA,2006,529,8400520529,10,NA,NA,4,2,NA,1,20
USA,2006,530,8400520530,8,NA,NA,2,2,NA,2,43
USA,2006,531,8400520531,5,NA,NA,6,2,NA,1,50
USA,2006,532,8400520532,8,NA,NA,3,NA,NA,2,30
USA,2006,533,8400520533,6,NA,NA,3,2,NA,1,59
USA,2006,534,8400520534,10,NA,NA,1,3,NA,2,29
USA,2006,535,8400520535,4,NA,NA,5,1,NA,1,37
USA,2006,536,8400520536,6,NA,NA,5,2,NA,1,36
USA,2006,537,8400520537,7,NA,NA,3,1,NA,1,37
USA,2006,538,8400520538,10,NA,NA,6,3,NA,1,33
USA,2006,539,8400520539,7,NA,NA,4,2,NA,1,33
USA,2006,540,8400520540,8,NA,NA,4,2,NA,1,37
USA,2006,541,8400520541,7,NA,NA,5,3,NA,2,35
USA,2006,542,8400520542,9,NA,NA,1,NA,NA,2,19
USA,2006,543,8400520543,8,NA,NA,2,2,NA,1,22
USA,2006,544,8400520544,5,NA,NA,4,2,NA,2,45
USA,2006,545,8400520545,8,NA,NA,2,NA,NA,1,54
USA,2006,546,8400520546,7,NA,NA,4,2,NA,1,60
USA,2006,547,8400520547,8,NA,NA,4,2,NA,2,46
USA,2006,548,8400520548,8,NA,NA,4,3,NA,2,54
USA,2006,549,8400520549,4,NA,NA,8,3,NA,1,36
USA,2006,550,8400520550,8,NA,NA,2,2,NA,1,57
USA,2006,551,8400520551,8,NA,NA,6,3,NA,2,21
USA,2006,552,8400520552,7,NA,NA,8,4,NA,1,69
USA,2006,553,8400520553,6,NA,NA,4,3,NA,1,38
USA,2006,554,8400520554,8,NA,NA,4,2,NA,2,22
USA,2006,555,8400520555,7,NA,NA,5,3,NA,1,59
USA,2006,556,8400520556,5,NA,NA,3,2,NA,2,60
USA,2006,557,8400520557,10,NA,NA,1,1,NA,2,38
USA,2006,558,8400520558,9,NA,NA,3,2,NA,2,58
USA,2006,559,8400520559,9,NA,NA,4,3,NA,2,51
USA,2006,560,8400520560,10,NA,NA,6,2,NA,1,43
USA,2006,561,8400520561,9,NA,NA,1,3,NA,2,75
USA,2006,562,8400520562,7,NA,NA,3,3,NA,2,54
USA,2006,563,8400520563,8,NA,NA,3,2,NA,2,28
USA,2006,564,8400520564,8,NA,NA,4,2,NA,2,29
USA,2006,565,8400520565,9,NA,NA,5,3,NA,2,59
USA,2006,566,8400520566,10,NA,NA,1,2,NA,1,21
USA,2006,567,8400520567,8,NA,NA,6,2,NA,1,57
USA,2006,568,8400520568,7,NA,NA,7,2,NA,2,19
USA,2006,569,8400520569,7,NA,NA,8,1,NA,1,38
USA,2006,570,8400520570,10,NA,NA,1,1,NA,2,20
USA,2006,571,8400520571,8,NA,NA,6,2,NA,2,49
USA,2006,572,8400520572,8,NA,NA,5,3,NA,1,36
USA,2006,573,8400520573,8,NA,NA,1,2,NA,1,29
USA,2006,574,8400520574,6,NA,NA,6,2,NA,1,39
USA,2006,575,8400520575,8,NA,NA,2,3,NA,1,27
USA,2006,576,8400520576,10,NA,NA,6,3,NA,1,18
USA,2006,577,8400520577,9,NA,NA,4,3,NA,2,66
USA,2006,578,8400520578,8,NA,NA,3,2,NA,2,45
USA,2006,579,8400520579,8,NA,NA,3,2,NA,2,42
USA,2006,580,8400520580,10,NA,NA,3,4,NA,2,37
USA,2006,581,8400520581,8,NA,NA,3,4,NA,2,53
USA,2006,582,8400520582,8,NA,NA,2,2,NA,1,72
USA,2006,583,8400520583,9,NA,NA,6,2,NA,1,67
USA,2006,584,8400520584,7,NA,NA,6,2,NA,2,33
USA,2006,585,8400520585,8,NA,NA,4,4,NA,1,33
USA,2006,586,8400520586,7,NA,NA,3,3,NA,1,20
USA,2006,587,8400520587,7,NA,NA,4,4,NA,1,47
USA,2006,588,8400520588,5,NA,NA,10,2,NA,1,53
USA,2006,589,8400520589,7,NA,NA,5,3,NA,1,37
USA,2006,590,8400520590,5,NA,NA,6,2,NA,1,26
USA,2006,591,8400520591,7,NA,NA,4,3,NA,1,19
USA,2006,592,8400520592,9,NA,NA,10,3,NA,1,52
USA,2006,593,8400520593,3,NA,NA,3,NA,NA,2,72
USA,2006,594,8400520594,8,NA,NA,6,2,NA,2,41
USA,2006,595,8400520595,10,NA,NA,6,2,NA,1,46
USA,2006,596,8400520596,8,NA,NA,4,3,NA,1,22
USA,2006,597,8400520597,8,NA,NA,1,2,NA,1,51
USA,2006,598,8400520598,8,NA,NA,2,2,NA,2,61
USA,2006,599,8400520599,9,NA,NA,4,3,NA,2,27
USA,2006,600,8400520600,7,NA,NA,4,3,NA,2,40
USA,2006,601,8400520601,9,NA,NA,2,3,NA,2,22
USA,2006,602,8400520602,9,NA,NA,6,2,NA,1,23
